left_key	left_name	right_key	right_name	chosen_key
29347	Отдел УФМС России по Московской области в Одинцовском районе	29281	Управление Федеральной миграционной службы по Московской области	29347
29399	Отдел УФМС России по Московской области в Щелковском районе	29281	Управление Федеральной миграционной службы по Московской области	29399
29864	Отделение УФМС России по Приморскому краю в Хасанском муниципальном районе	29821	Управление Федеральной миграционной службы по Приморскому краю	29864
30402	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Адмиралтейском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30402
30407	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Василеостровском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30407
30412	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Волховском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30412
30417	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Всеволожском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30417
30423	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Выборгском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30423
30430	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Выборгском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30430
30438	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Гатчинском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30438
30445	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Калининском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30445
30454	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Кировском районе	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30454
30460	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Кировском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30460
30467	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Колпинском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30467
30471	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Красногвардейском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30471
30477	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Красносельском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30477
30484	Отдел УФМС России по Санкт-Петербургу и Ленинградской области в Московском районе г. Санкт-Петербурга	30401	Управление Федеральной миграционной службы по Санкт-Петербургу и Ленинградской области	30484
