left_key	left_name	right_key	right_name	chosen_key
1002	Управление Федеральной службы судебных приставов по Чукотскому автономному округу	169	Федеральная служба судебных приставов	1002
1688	Управление Федеральной службы судебных приставов по Ямало-Ненецкому автономному округу	169	Федеральная служба судебных приставов	1688
832	Управление Федеральной службы судебных приставов по Ярославской области	169	Федеральная служба судебных приставов	832
178	Министерство экономического развития Российской Федерации	217	Федеральная служба государственной статистики	217
217	Федеральная служба государственной статистики	2830	Территориальный орган Федеральной службы государственной статистики по Архангельской области	2830
15055	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Костромской области	233	Пенсионный фонд Российской Федерации	15055
15081	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Курганской области	233	Пенсионный фонд Российской Федерации	15081
14824	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Амурской области	233	Пенсионный фонд Российской Федерации	14824
15681	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Дагестан	233	Пенсионный фонд Российской Федерации	15681
16001	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Карелия	233	Пенсионный фонд Российской Федерации	16001
16020	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Коми	233	Пенсионный фонд Российской Федерации	16020
16119	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Северная Осетия - Алания	233	Пенсионный фонд Российской Федерации	16119
16129	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Татарстан	233	Пенсионный фонд Российской Федерации	16129
16184	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Тыва	233	Пенсионный фонд Российской Федерации	16184
15496	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Хакасия	233	Пенсионный фонд Российской Федерации	15496
16447	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Рязанской области	233	Пенсионный фонд Российской Федерации	16447
15981	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Калининградской области	233	Пенсионный фонд Российской Федерации	15981
14846	Отделение Пенсионного фонда РФ по Архангельской области	233	Пенсионный фонд Российской Федерации	14846
15836	Отделение ПФР по Владимирской области	233	Пенсионный фонд Российской Федерации	15836
218	Федеральное агентство железнодорожного транспорта	210	Министерство транспорта Российской Федерации	218
16083	Отделение ПФР по Республике Саха (Якутия)	233	Пенсионный фонд Российской Федерации	16083
245	Федеральное агентство по управлению государственным имуществом	178	Министерство экономического развития Российской Федерации	245
208	Министерство культуры Российской Федерации	235	Федеральная служба по надзору за соблюдением законодательства в области охраны культурного наследия	235
208	Министерство культуры Российской Федерации	175	Федеральное архивное агентство	175
28212	Отделение ОФМС России по Еврейской автономной области в Ленинском районе	28211	Отдел Федеральной миграционной службы по Еврейской автономной области	28212
28218	Отделение ОФМС России по Еврейской автономной области в Смидовичском районе	28211	Отдел Федеральной миграционной службы по Еврейской автономной области	28218
28353	Отделение УФМС России по Республике Коми в г. Сосногорск	28338	Управление Федеральной миграционной cлужбы по Республике Коми	28353
203	Федеральная налоговая служба	13248	Управление Федеральной налоговой службы по Алтайскому краю	13248
203	Федеральная налоговая служба	13414	Управление Федеральной налоговой службы по Астраханской области	13414
203	Федеральная налоговая служба	13423	Управление Федеральной налоговой службы по Белгородской области	13423
203	Федеральная налоговая служба	14231	Управление Федеральной налоговой службы по Еврейской автономной области	14231
203	Федеральная налоговая служба	14139	Управление Федеральной налоговой службы по Забайкальскому краю	14139
203	Федеральная налоговая служба	13534	Управление Федеральной налоговой службы по Ивановской области	13534
203	Федеральная налоговая служба	13570	Управление Федеральной налоговой службы по Калужской области	13570
203	Федеральная налоговая служба	13580	Управление Федеральной налоговой службы по Камчатскому краю	13580
203	Федеральная налоговая служба	13635	Управление Федеральной налоговой службы по Курганской области	13635
203	Федеральная налоговая служба	13644	Управление Федеральной налоговой службы по Курской области	13644
203	Федеральная налоговая служба	13655	Управление Федеральной налоговой службы по Ленинградской области	13655
203	Федеральная налоговая служба	13685	Управление Федеральной налоговой службы по Магаданской области	13685
203	Федеральная налоговая служба	13765	Управление Федеральной налоговой службы по Новгородской области	13765
203	Федеральная налоговая служба	13834	Управление Федеральной налоговой службы по Орловской области	13834
203	Федеральная налоговая служба	13844	Управление Федеральной налоговой службы по Пензенской области	13844
203	Федеральная налоговая служба	13880	Управление Федеральной налоговой службы по Псковской области	13880
203	Федеральная налоговая служба	13016	Управление Федеральной налоговой службы по Республике Адыгея	13016
203	Федеральная налоговая служба	13020	Управление Федеральной налоговой службы по Республике Башкортостан	13020
203	Федеральная налоговая служба	13087	Управление Федеральной налоговой службы по Республике Ингушетия	13087
203	Федеральная налоговая служба	13098	Управление Федеральной налоговой службы по Республике Калмыкия	13098
203	Федеральная налоговая служба	13131	Управление Федеральной налоговой службы по Республике Марий Эл	13131
203	Федеральная налоговая служба	13139	Управление Федеральной налоговой службы по Республике Мордовия	13139
203	Федеральная налоговая служба	13167	Управление Федеральной налоговой службы по Республике Северная Осетия-Алания	13167
203	Федеральная налоговая служба	13227	Управление Федеральной налоговой службы по Республике Хакасия	13227
203	Федеральная налоговая служба	13913	Управление Федеральной налоговой службы по Рязанской области	13913
203	Федеральная налоговая служба	13967	Управление Федеральной налоговой службы по Сахалинской области	13967
203	Федеральная налоговая служба	14031	Управление Федеральной налоговой службы по Тамбовской области	14031
203	Федеральная налоговая служба	14053	Управление Федеральной налоговой службы по Томской области	14053
203	Федеральная налоговая служба	13380	Управление Федеральной налоговой службы по Хабаровскому краю	13380
203	Федеральная налоговая служба	13231	Управление Федеральной налоговой службы по Чеченской Республике	13231
203	Федеральная налоговая служба	13237	Управление Федеральной налоговой службы по Чувашской Республики	13237
203	Федеральная налоговая служба	14251	Управление Федеральной налоговой службы по Чукотскому автономному округу	14251
203	Федеральная налоговая служба	14149	Управление Федеральной налоговой службы по Ярославской области	14149
203	Федеральная налоговая служба	13624	Управление ФНС России по Костромской области	13624
203	Федеральная налоговая служба	13059	Управление ФНС России по Республике Алтай	13059
15392	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Алтайскому краю	233	Пенсионный фонд Российской Федерации	15392
15897	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Вологодской области	233	Пенсионный фонд Российской Федерации	15897
16327	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Воронежской области	233	Пенсионный фонд Российской Федерации	16327
14607	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по г. Москве и Московской области	233	Пенсионный фонд Российской Федерации	14607
15013	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Кировской области	233	Пенсионный фонд Российской Федерации	15013
15127	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Липецкой области	233	Пенсионный фонд Российской Федерации	15127
15148	Государственное учреждение - Отделение Пенсионного Фонда Российской Федерации по Магаданской области	233	Пенсионный фонд Российской Федерации	15148
15176	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Нижегородской области	233	Пенсионный фонд Российской Федерации	15176
15339	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Оренбургской области	233	Пенсионный фонд Российской Федерации	15339
16367	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Орловской области	233	Пенсионный фонд Российской Федерации	16367
14889	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Пензенской области	233	Пенсионный фонд Российской Федерации	14889
14340	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Республике Башкортостан	233	Пенсионный фонд Российской Федерации	14340
16474	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Самарской области	233	Пенсионный фонд Российской Федерации	16474
16515	Государственное учреждение - Отделение Пенсионного Фонда Российской Федерации по Саратовской области	233	Пенсионный фонд Российской Федерации	16515
16559	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Сахалинской области	233	Пенсионный фонд Российской Федерации	16559
16578	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Свердловской области	233	Пенсионный фонд Российской Федерации	16578
16635	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Смоленской области	233	Пенсионный фонд Российской Федерации	16635
16665	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Тамбовской области	233	Пенсионный фонд Российской Федерации	16665
14481	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Тюменской области	233	Пенсионный фонд Российской Федерации	14481
15456	Государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Чеченской Республике	233	Пенсионный фонд Российской Федерации	15456
14455	Отделение Пенсионного фонда Росийской Федерации (государственное учреждение) по Тульской области	233	Пенсионный фонд Российской Федерации	14455
14871	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Астраханской области	233	Пенсионный фонд Российской Федерации	14871
15779	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Белгородской области	233	Пенсионный фонд Российской Федерации	15779
15802	Отделение Пенсионного Фонда Российской Федерации (государственное учреждение) по Брянской области	233	Пенсионный фонд Российской Федерации	15802
15854	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Волгоградской области	233	Пенсионный фонд Российской Федерации	15854
15750	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Забайкальскому краю	233	Пенсионный фонд Российской Федерации	15750
15948	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Иркутской области	233	Пенсионный фонд Российской Федерации	15948
14940	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Калужской области	233	Пенсионный фонд Российской Федерации	14940
15381	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Камчатскому краю	233	Пенсионный фонд Российской Федерации	15381
14969	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Кемеровской области	233	Пенсионный фонд Российской Федерации	14969
16217	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Краснодарскому краю	233	Пенсионный фонд Российской Федерации	16217
16267	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Красноярскому краю	233	Пенсионный фонд Российской Федерации	16267
15107	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Курской области	233	Пенсионный фонд Российской Федерации	15107
15235	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Новосибирской области	233	Пенсионный фонд Российской Федерации	15235
16422	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Псковской области	233	Пенсионный фонд Российской Федерации	16422
14318	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Республике Адыгея	233	Пенсионный фонд Российской Федерации	14318
15658	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Республике Бурятия	233	Пенсионный фонд Российской Федерации	15658
14786	Отделение Пенсионного фонда Российской Федерации (государственное учреждение) по Санкт-Петербургу и Ленинградской области	233	Пенсионный фонд Российской Федерации	14786
16392	Отделение ПФР по Пензенской области	233	Пенсионный фонд Российской Федерации	16392
16041	Отделение ПФР по Республике Марий Эл	233	Пенсионный фонд Российской Федерации	16041
16059	Отделение ПФР по Республике Мордовия	233	Пенсионный фонд Российской Федерации	16059
15593	Отделение ПФР по Ставропольскому краю	233	Пенсионный фонд Российской Федерации	15593
14410	Отделение ПФР по Тверской области	233	Пенсионный фонд Российской Федерации	14410
14510	Отделение ПФР по Ульяновской области	233	Пенсионный фонд Российской Федерации	14510
15627	Отделение ПФР по Хабаровскому краю	233	Пенсионный фонд Российской Федерации	15627
28211	Отдел Федеральной миграционной службы по Еврейской автономной области	171	Федеральная миграционная служба	28211
28211	Отдел Федеральной миграционной службы по Еврейской автономной области	28214	Отделение ОФМС России по Еврейской автономной области в Облученском районе	28214
28254	Отдел Федеральной миграционной службы по Магаданской области	171	Федеральная миграционная служба	28254
28275	Отдел Федеральной миграционной службы по Республике Алтай	171	Федеральная миграционная служба	28275
28328	Отдел Федеральной миграционной службы по Чукотскому автономному округу	171	Федеральная миграционная служба	28328
28504	Управление Федеральной миграционной службы по Астраханской области	171	Федеральная миграционная служба	28504
28741	Управление Федеральной миграционной службы по Забайкальскому краю	28745	Отделение УФМС России по Забайкальскому краю в Борзинском районе г. Борзя	28745
28741	Управление Федеральной миграционной службы по Забайкальскому краю	28749	Отделение УФМС России по Забайкальскому краю в Карымском районе в пгт. Карымское	28749
28741	Управление Федеральной миграционной службы по Забайкальскому краю	28754	Отделение УФМС России по Забайкальскому краю в Оловянинском районе в пгт. Оловянная	28754
28783	Управление Федеральной миграционной службы по Ивановской области	171	Федеральная миграционная служба	28783
29462	Управление Федеральной миграционной службы по Мурманской области	171	Федеральная миграционная служба	29462
29548	Управление Федеральной миграционной службы по Новгородской области	171	Федеральная миграционная служба	29548
29875	Управление Федеральной миграционной службы по Псковской области	171	Федеральная миграционная служба	29875
29970	Управление Федеральной миграционной службы по Республике Бурятия	29971	Отдел УФМС России по Республике Бурятия в Железнодорожном районе г. Улан-Удэ	29971
29970	Управление Федеральной миграционной службы по Республике Бурятия	29973	Отдел УФМС России по Республике Бурятия в Октябрьском районе г. Улан-Удэ	29973
29970	Управление Федеральной миграционной службы по Республике Бурятия	29976	Отдел УФМС России по Республике Бурятия в Советском районе г. Улан-Удэ	29976
29970	Управление Федеральной миграционной службы по Республике Бурятия	29978	Отделение УФМС России по Республике Бурятия в Заиграевском районе	29978
29970	Управление Федеральной миграционной службы по Республике Бурятия	29980	Отделение УФМС России по Республике Бурятия в Кабанском районе	29980
29970	Управление Федеральной миграционной службы по Республике Бурятия	29984	Отделение УФМС России по Республике Бурятия в Кяхтинском районе	29984
29970	Управление Федеральной миграционной службы по Республике Бурятия	29986	Отделение УФМС России по Республике Бурятия в Прибайкальском районе	29986
29970	Управление Федеральной миграционной службы по Республике Бурятия	171	Федеральная миграционная служба	29970
29970	Управление Федеральной миграционной службы по Республике Бурятия	29989	Территориальный пункт УФМС России по Республике Бурятия в Баргузинском районе	29989
29970	Управление Федеральной миграционной службы по Республике Бурятия	29993	Территориальный пункт УФМС России по Республике Бурятия в Джидинском районе	29993
29970	Управление Федеральной миграционной службы по Республике Бурятия	30000	Территориальный пункт УФМС России по Республике Бурятия в Муйском районе	30000
29970	Управление Федеральной миграционной службы по Республике Бурятия	30002	Территориальный пункт УФМС России по Республике Бурятия в Мухоршибирском районе	30002
29970	Управление Федеральной миграционной службы по Республике Бурятия	30005	Территориальный пункт УФМС России по Республике Бурятия в Северобайкальском районе (с местом дислокации в п.г.т. Нижнеангарск)	30005
30072	Управление Федеральной миграционной службы по Республике Карелия	171	Федеральная миграционная служба	30072
30091	Управление Федеральной миграционной службы по Республике Марий Эл	171	Федеральная миграционная служба	30091
30245	Управление Федеральной миграционной службы по Республике Хакасия	171	Федеральная миграционная служба	30245
30584	Управление Федеральной миграционной службы по Саратовской области	171	Федеральная миграционная служба	30584
30718	Управление Федеральной миграционной службы по Смоленской области	30719	Межрайонное отделение УФМС России по Смоленской области в городе Гагарин	30719
30718	Управление Федеральной миграционной службы по Смоленской области	30721	Межрайонное отделение УФМС России по Смоленской области в городе Починок	30721
30718	Управление Федеральной миграционной службы по Смоленской области	30724	Межрайонное отделение УФМС России по Смоленской области в городе Рудня	30724
30718	Управление Федеральной миграционной службы по Смоленской области	30728	Межрайонный отдел УФМС России по Смоленской области в городе Вязьма	30728
30718	Управление Федеральной миграционной службы по Смоленской области	30732	Межрайонный отдел УФМС России по Смоленской области в городе Рославль	30732
30718	Управление Федеральной миграционной службы по Смоленской области	30736	Межрайонный отдел УФМС России по Смоленской области в городе Сафоново	30736
30718	Управление Федеральной миграционной службы по Смоленской области	30740	Межрайонный отдел УФМС России по Смоленской области в городе Ярцево	30740
30791	Управление Федеральной миграционной службы по Тамбовской области	171	Федеральная миграционная служба	30791
30846	Управление Федеральной миграционной службы по Тульской области	30869	Отделение в Пролетарском районе отдела УФМС России по Тульской области в городе Туле	30869
30846	Управление Федеральной миграционной службы по Тульской области	30872	Отделение в Центральном районе отдела УФМС России по Тульской области в городе Туле	30872
30846	Управление Федеральной миграционной службы по Тульской области	30853	Отделение УФМС России по Тульской области в Богородицком районе	30853
30846	Управление Федеральной миграционной службы по Тульской области	30865	Отделение УФМС России по Тульской области в городе Донской	30865
30846	Управление Федеральной миграционной службы по Тульской области	30858	Отделение УФМС России по Тульской области в Киреевском районе	30858
30846	Управление Федеральной миграционной службы по Тульской области	30863	Отделение УФМС России по Тульской области в Узловском районе	30863
30886	Управление Федеральной миграционной службы по Тюменской области	30902	Межрайонный отдел по Тюменской области в г.Ялуторовске	30902
30886	Управление Федеральной миграционной службы по Тюменской области	30893	Межрайонный отдел УФМС России по Тюменской области в г.Ишиме	30893
30886	Управление Федеральной миграционной службы по Тюменской области	30887	Межрайонный отдел УФМС России по Тюменской области в Голышмановском районе	30887
30886	Управление Федеральной миграционной службы по Тюменской области	30899	Межрайонный отдел УФМС России по Тюменской области в г.Тобольске	30899
30914	Управление Федеральной миграционной службы по Ульяновской области	171	Федеральная миграционная служба	30914
31088	Управление Федеральной миграционной службы по Ямало-Ненецкому автономному округу	31089	Межрайонный отдел УФМС России по Ямало-Ненецкому автономному округу в г. Салехард	31089
31088	Управление Федеральной миграционной службы по Ямало-Ненецкому автономному округу	31096	Отдел УФМС России по Ямало-Ненецкому автономному округу в г. Надым	31096
31088	Управление Федеральной миграционной службы по Ямало-Ненецкому автономному округу	31098	Отдел УФМС России по Ямало-Ненецкому автономному округу в г. Новый Уренгой	31098
31088	Управление Федеральной миграционной службы по Ямало-Ненецкому автономному округу	31092	Отдел УФМС России по Ямало-Ненецкому автономному округу в Пуровском районе	31092
31107	Управление Федеральной миграционной службы по Ярославской области	171	Федеральная миграционная служба	31107
28533	Межрайонный отдел УФМС России по Белгородской области в г. Грайворон	28521	Управление Федеральной миграционной службы по Белгородской области	28533
28539	Межрайонный отдел УФМС России по Белгородской области в г. Строитель	28521	Управление Федеральной миграционной службы по Белгородской области	28539
28544	Межрайонный отдел УФМС России по Белгородской области в г. Шебекино	28521	Управление Федеральной миграционной службы по Белгородской области	28544
28568	Межрайонный отдел УФМС России по Брянской области в гор. Клинцы	28562	Управление Федеральной миграционной службы по Брянской области	28568
28571	Межрайонный отдел УФМС России по Брянской области в гор. Новозыбкове	28562	Управление Федеральной миграционной службы по Брянской области	28571
28563	Межрайонный отдел УФМС России по Брянской области в гор. Почепе	28562	Управление Федеральной миграционной службы по Брянской области	28563
28575	Межрайонный отдел УФМС России по Брянской области в гор. Унече	28562	Управление Федеральной миграционной службы по Брянской области	28575
28578	Межрайонный отдел УФМС России по Брянской области в гор.Брянске	28562	Управление Федеральной миграционной службы по Брянской области	28578
28582	Межрайонный отдел УФМС России по Брянской области в п. Дубровка	28562	Управление Федеральной миграционной службы по Брянской области	28582
28586	Межрайонный отдел УФМС России по Брянской области в п. Локоть	28562	Управление Федеральной миграционной службы по Брянской области	28586
28605	Межрайонный отдел УФМС России по Владимирской области в городе Вязники	28596	Управление Федеральной миграционной службы по Владимирской области	28605
28619	Отделение УФМС России по Владимирской области в Петушинском районе	28596	Управление Федеральной миграционной службы по Владимирской области	28619
31132	Отдел Управление Федеральной миграционной службы по городу Москве в Северном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31132
31149	Отдел Управления Федеральной миграционной службы России по городу Москве в Восточном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31149
31166	Отдел Управления Федеральной миграционной службы России по городу Москве в Западном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31166
31185	Отдел Управления Федеральной миграционной службы России по городу Москве в Северо-Восточном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31185
31203	Отдел Управления Федеральной миграционной службы России по городу Москве в Северо-Западном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31203
31212	Отдел Управления Федеральной миграционной службы России по городу Москве в Центральном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31212
31223	Отдел Управления Федеральной миграционной службы России по городу Москве в Юго-Восточном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31223
31238	Отдел Управления Федеральной миграционной службы России по городу Москве в Юго-Западном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31238
31251	Отдел Управления Федеральной миграционной службы России по городу Москве в Южном административном округе	31131	Управление Федеральной миграционной службы по городу Москве	31251
28933	Отдел УФМС России по Кемеровской области в г.Новокузнецке	28921	Управление Федеральной миграционной службы по Кемеровской области	28933
28941	Отдел УФМС России по Кемеровской области в г.Прокопьевске	28921	Управление Федеральной миграционной службы по Кемеровской области	28941
28941	Отдел УФМС России по Кемеровской области в г.Прокопьевске	28944	Отделение №1 в Центральном районе отдела УФМС России по Кемеровской области в г.Прокопьевске	28944
29282	Отдел УФМС России по Московской области в Балашихинском районе	29281	Управление Федеральной миграционной службы по Московской области	29282
29411	Отдел УФМС России по Московской области в гор. Коломне	29281	Управление Федеральной миграционной службы по Московской области	29411
29420	Отдел УФМС России по Московской области в гор. Подольске	29281	Управление Федеральной миграционной службы по Московской области	29420
29315	Отдел УФМС России по Московской области в Ленинском районе	29281	Управление Федеральной миграционной службы по Московской области	29315
29356	Отдел УФМС России по Московской области в Орехово-Зуевском районе	29281	Управление Федеральной миграционной службы по Московской области	29356
29365	Отдел УФМС России по Московской области в Пушкинском районе	29281	Управление Федеральной миграционной службы по Московской области	29365
29371	Отдел УФМС России по Московской области в Раменском районе	29281	Управление Федеральной миграционной службы по Московской области	29371
29377	Отдел УФМС России по Московской области в Сергиево-Посадском районе	29281	Управление Федеральной миграционной службы по Московской области	29377
29387	Отдел УФМС России по Московской области в Ступинском районе	29281	Управление Федеральной миграционной службы по Московской области	29387
29391	Отдел УФМС России по Московской области в Химкинском районе	29281	Управление Федеральной миграционной службы по Московской области	29391
29665	Отдел УФМС России по Оренбургской области в г.Орске	29656	Управление Федеральной миграционной службы по Оренбургской области	29665
29735	Межрайонный отдел УФМС России по Пензенской области в г. Нижний Ломов	29734	Управление Федеральной миграционной службы по Пензенской области	29735
30137	Межрайонный отдел УФМС России по Республике Саха (Якутия) в Мирнинском районе	30136	Управление Федеральной миграционной службы по Республике Саха (Якутия)	30137
30137	Межрайонный отдел УФМС России по Республике Саха (Якутия) в Мирнинском районе	30138	Территориальный пункт в Ленском районе Межрайонного отдела УФМС России по Республике Саха (Якутия) в Мирниском районе	30138
30146	Межрайонный отдел УФМС России по Республике Саха (Якутия) в Нерюнгринском районе	30147	Территориальный пункт в Алданском районе Межрайонного отдела УФМС России по Республике Саха (Якутия) в Нерюнгринском районе	30147
30146	Межрайонный отдел УФМС России по Республике Саха (Якутия) в Нерюнгринском районе	30136	Управление Федеральной миграционной службы по Республике Саха (Якутия)	30146
30202	Отдел УФМС России по Республике Татарстан в г. Набережные Челны	30185	Управление Федеральной миграционной службы по Республике Татарстан	30202
30276	Межрайонный отдел УФМС России по Ростовской области в г. Зимовники	30259	Управление Федеральной миграционной службы по Ростовской области	30276
30285	Межрайонный отдел УФМС России по Ростовской области в г. Морозовске	30259	Управление Федеральной миграционной службы по Ростовской области	30285
30317	Отдел УФМС России по Ростовской области в г.Таганроге	30259	Управление Федеральной миграционной службы по Ростовской области	30317
30750	Межрайонный отдел УФМС России по Ставропольскому краю в городе Будённовске	30749	Управление Федеральной миграционной службы по Ставропольскому краю	30750
30756	Межрайонный отдел УФМС России по Ставропольскому краю в городе Изобильном	30749	Управление Федеральной миграционной службы по Ставропольскому краю	30756
30761	Межрайонный отдел УФМС России по Ставропольскому краю в городе Светлограде	30749	Управление Федеральной миграционной службы по Ставропольскому краю	30761
28597	Межрайонное отделение УФМС России по Владимирской области в городе Кольчугино	28596	Управление Федеральной миграционной службы по Владимирской области	28597
28611	Межрайонный отдел УФМС России по Владимирской области в городе Муроме	28596	Управление Федеральной миграционной службы по Владимирской области	28611
28922	Отдел УФМС России по Кемеровской области в Заводском районе г.Кемерово	28921	Управление Федеральной миграционной службы по Кемеровской области	28922
28968	Отделение УФМС России по Кемеровской области в г.Осинники	28921	Управление Федеральной миграционной службы по Кемеровской области	28968
29061	Межрайонный отдел УФМС России по Краснодарскому краю в г.Кропоткине в Кавказском районе	29060	Управление Федеральной миграционной службы по Краснодарскому краю	29061
29154	Отделение УФМС России по Красноярскому краю в Туруханском районе	29122	Управление Федеральной миграционной службы по Красноярскому краю	29154
29223	Отдел УФМС России по Курской области в Сеймском административном округе г.Курска	29220	Управление Федеральной миграционной службы по Курской области	29223
29396	Отдел УФМС России по Московской области в Шатурском районе	29281	Управление Федеральной миграционной службы по Московской области	29396
29455	Отделение УФМС России по Московской области в гор. Дубне	29281	Управление Федеральной миграционной службы по Московской области	29455
29437	Отделение УФМС России по Московской области в Каширском районе	29281	Управление Федеральной миграционной службы по Московской области	29437
29441	Отделение УФМС России по Московской области в Луховицком районе	29281	Управление Федеральной миграционной службы по Московской области	29441
29444	Отделение УФМС России по Московской области в Можайском районе	29281	Управление Федеральной миграционной службы по Московской области	29444
29447	Отделение УФМС России по Московской области в Рузском районе	29281	Управление Федеральной миграционной службы по Московской области	29447
29451	Отделение УФМС России по Московской области в Талдомском районе	29281	Управление Федеральной миграционной службы по Московской области	29451
29822	Межрайонное отделение УФМС России по Приморскому краю в Арсеньевском городском округе и Анучинском муниципальном районе	29821	Управление Федеральной миграционной службы по Приморскому краю	29822
29825	Межрайонное отделение УФМС России по Приморскому краю в Шкотовском муниципальном районе, ЗАТО г. Фокино и ЗАТО г. Большой Камень	29821	Управление Федеральной миграционной службы по Приморскому краю	29825
29868	Отделение УФМС России по Приморскому краю в Хорольском муниципальном районе	29821	Управление Федеральной миграционной службы по Приморскому краю	29868
30199	Отдел УФМС России по Республике Татарстан в Советском районе г. Казани	30185	Управление Федеральной миграционной службы по Республике Татарстан	30199
30260	Межрайонное отделение УФМС России по Ростовской области в пос. Матвеев Курган	30259	Управление Федеральной миграционной службы по Ростовской области	30260
30263	Межрайонное отделение УФМС России по Ростовской области в пос. Чертково	30259	Управление Федеральной миграционной службы по Ростовской области	30263
30266	Межрайонное отделение УФМС России по Ростовской области в сл. Кашары	30259	Управление Федеральной миграционной службы по Ростовской области	30266
30271	Межрайонный отдел УФМС России по Ростовской области в г. Гуково	30259	Управление Федеральной миграционной службы по Ростовской области	30271
30269	Межрайонный отдел УФМС России по Ростовской области в г. Донецке	30259	Управление Федеральной миграционной службы по Ростовской области	30269
30273	Межрайонный отдел УФМС России по Ростовской области в г. Зернограде	30259	Управление Федеральной миграционной службы по Ростовской области	30273
30280	Межрайонный отдел УФМС России по Ростовской области в г. Константиновске	30259	Управление Федеральной миграционной службы по Ростовской области	30280
30283	Межрайонный отдел УФМС России по Ростовской области в г. Миллерово	30259	Управление Федеральной миграционной службы по Ростовской области	30283
30289	Межрайонный отдел УФМС России по Ростовской области в г. Семикаракорске	30259	Управление Федеральной миграционной службы по Ростовской области	30289
30292	Межрайонный отдел УФМС России по Ростовской области в пос. Орловский	30259	Управление Федеральной миграционной службы по Ростовской области	30292
30295	Межрайонный отдел УФМС России по Ростовской области в с. Покровское	30259	Управление Федеральной миграционной службы по Ростовской области	30295
30297	Межрайонный отдел УФМС России по Ростовской области в ст. Романовская	30259	Управление Федеральной миграционной службы по Ростовской области	30297
30299	Межрайонный отдел УФМС России по Ростовской области г. Аксае	30259	Управление Федеральной миграционной службы по Ростовской области	30299
30301	Межрайонный отдел УФМС России по Ростовской области г.Батайске	30259	Управление Федеральной миграционной службы по Ростовской области	30301
30964	Отделение УФМС России по Ханты-Мансийскому автономному округу - Югре в Советском районе	30941	Управление Федеральной миграционной службы по Ханты-Мансийскому автономному округу-Югре	30964
31012	Отделение УФМС России по Челябинской области в Катав-Ивановском районе	30976	Управление Федеральной миграционной службы по Челябинской области	31012
31018	Отделение УФМС России по Челябинской области в Саткинском районе	30976	Управление Федеральной миграционной службы по Челябинской области	31018
